state,district,cluster_label,total_bio,ratio_5_17,ratio_17_plus,key_insight,recommendation
Haryana,Ambala,Medium Load,9691,0.2960478794758023,0.7039521205241978,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Haryana,Bhiwani,Medium Load,12205,0.3351904956984842,0.6648095043015158,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Haryana,Charkhi Dadri,Low Load,1250,0.2256,0.7744,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Haryana,Faridabad,Medium Load,13886,0.4176868788708051,0.5823131211291949,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Haryana,Fatehabad,Low Load,9736,0.3679129005751849,0.6320870994248151,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Haryana,Gurgaon,Medium Load,8415,0.4507427213309566,0.5492572786690434,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Haryana,Hisar,Medium Load,11827,0.3584171810264648,0.6415828189735351,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Haryana,Jhajjar,Low Load,6287,0.3933513599491013,0.6066486400508987,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Haryana,Jind,Low Load,10674,0.3337080756979576,0.6662919243020423,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Haryana,Kaithal,Low Load,9592,0.3222477064220183,0.6777522935779816,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Haryana,Karnal,Medium Load,11625,0.2945376344086021,0.7054623655913979,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Haryana,Kurukshetra,Low Load,9428,0.3097157403478999,0.6902842596521002,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Haryana,Mahendragarh,Low Load,5013,0.3433074007580291,0.6566925992419709,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Haryana,Mewat,Low Load,5498,0.471626045834849,0.528373954165151,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Haryana,Palwal,Low Load,5695,0.4674275680421422,0.5325724319578578,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Haryana,Panchkula,Low Load,4502,0.3791648156374944,0.6208351843625055,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Haryana,Panipat,Low Load,9569,0.3442365973455951,0.6557634026544048,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Haryana,Rewari,Low Load,5251,0.4067796610169492,0.5932203389830508,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Haryana,Rohtak,Medium Load,9953,0.2780066311664824,0.7219933688335175,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Haryana,Sirsa,Medium Load,11054,0.3632169350461371,0.6367830649538628,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Haryana,Sonipat,Medium Load,10626,0.3605307735742518,0.6394692264257482,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Haryana,Yamuna Nagar,Medium Load,9893,0.3355908217931871,0.6644091782068129,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Haryana,Yamunanagar,Low Load,115,0.1478260869565217,0.8521739130434782,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Himachal Pradesh,Bilaspur,Low Load,3001,0.356214595134955,0.643785404865045,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Himachal Pradesh,Chamba,Low Load,5109,0.3489919749461734,0.6510080250538266,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Himachal Pradesh,Hamirpur,Medium Load,3533,0.3971129351825644,0.6028870648174356,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Himachal Pradesh,Kangra,High Load,12749,0.4156404423876382,0.5843595576123618,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Himachal Pradesh,Kinnaur,Low Load,595,0.4336134453781513,0.5663865546218487,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Himachal Pradesh,Kullu,Low Load,2756,0.4586357039187227,0.5413642960812772,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Himachal Pradesh,Lahaul And Spiti,Low Load,8,0.375,0.625,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Himachal Pradesh,Lahul & Spiti,Low Load,85,0.1764705882352941,0.8235294117647058,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Himachal Pradesh,Lahul And Spiti,Low Load,137,0.6642335766423357,0.3357664233576642,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Himachal Pradesh,Mandi,Medium Load,8781,0.432866416125726,0.567133583874274,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Himachal Pradesh,Shimla,Medium Load,5272,0.4298179059180577,0.5701820940819423,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Himachal Pradesh,Sirmaur,Low Load,6187,0.4532083400678843,0.5467916599321158,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Himachal Pradesh,Solan,Low Load,4122,0.4165453663270257,0.5834546336729742,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Himachal Pradesh,Una,Medium Load,4575,0.4417486338797814,0.5582513661202185,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Jammu & Kashmir,Anantnag,Low Load,4,0.75,0.25,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu & Kashmir,Badgam,Low Load,5,0.6,0.4,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu & Kashmir,Bandipur,Low Load,1,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu & Kashmir,Baramula,Low Load,8,0.375,0.625,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu & Kashmir,Doda,Low Load,3,0.3333333333333333,0.6666666666666666,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu & Kashmir,Jammu,Low Load,40,0.15,0.85,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu & Kashmir,Kargil,Low Load,1,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu & Kashmir,Kathua,Low Load,7,0.7142857142857143,0.2857142857142857,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu & Kashmir,Kupwara,Low Load,3,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu & Kashmir,Leh (Ladakh),Low Load,5,0.8,0.2,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu & Kashmir,Pulwama,Low Load,2,0.5,0.5,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu & Kashmir,Punch,Low Load,3,0.3333333333333333,0.6666666666666666,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu & Kashmir,Rajauri,Low Load,7,0.1428571428571428,0.8571428571428571,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu & Kashmir,Srinagar,Low Load,7,0.1428571428571428,0.8571428571428571,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu & Kashmir,Udhampur,Low Load,5,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,?,Low Load,1,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Anantnag,Low Load,5283,0.3889835320840432,0.6110164679159569,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Badgam,Low Load,2095,0.2157517899761336,0.7842482100238664,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Bandipore,Low Load,2602,0.3328209069946195,0.6671790930053805,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Baramula,Low Load,7903,0.342148551183095,0.6578514488169049,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Budgam,Low Load,2400,0.60375,0.39625,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Doda,Low Load,4712,0.3828522920203735,0.6171477079796265,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Ganderbal,Low Load,1831,0.3648279628618241,0.6351720371381758,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Jammu,Medium Load,11876,0.3288986190636578,0.6711013809363422,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Jammu And Kashmir,Kargil,Low Load,370,0.5540540540540541,0.4459459459459459,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Kathua,Low Load,4727,0.3678866088428179,0.6321133911571821,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Kishtwar,Low Load,2621,0.4006104540251812,0.5993895459748187,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Kulgam,Low Load,3492,0.4066437571592211,0.5933562428407789,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Kupwara,Low Load,5375,0.371906976744186,0.628093023255814,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Leh,Low Load,360,0.575,0.425,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Poonch,Low Load,1,1.0,0.0,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Pulwama,Low Load,2766,0.3199566160520607,0.6800433839479393,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Punch,Low Load,7245,0.3388543823326432,0.6611456176673568,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Rajouri,Low Load,8578,0.3435532758218699,0.6564467241781301,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Ramban,Low Load,2498,0.4587670136108887,0.5412329863891113,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Reasi,Low Load,3649,0.3428336530556317,0.6571663469443684,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Samba,Low Load,1359,0.3914643119941133,0.6085356880058866,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Shupiyan,Low Load,1863,0.3719806763285024,0.6280193236714976,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jammu And Kashmir,Srinagar,Medium Load,7121,0.2781912652717315,0.7218087347282685,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Jammu And Kashmir,Udhampur,Medium Load,8062,0.3918382535351029,0.6081617464648971,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Jharkhand,Bokaro,Medium Load,11987,0.3070826728956369,0.692917327104363,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Jharkhand,Bokaro *,Low Load,2,0.5,0.5,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jharkhand,Chatra,Medium Load,12137,0.4195435445332454,0.5804564554667545,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Jharkhand,Deoghar,Medium Load,11038,0.4750860663163616,0.5249139336836384,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Jharkhand,Dhanbad,High Load,24244,0.2934746741461805,0.7065253258538196,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.","High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Jharkhand,Dumka,Medium Load,15327,0.546617080968226,0.4533829190317739,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Jharkhand,East Singhbhum,Medium Load,21931,0.4692444484975605,0.5307555515024395,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Jharkhand,Garhwa,Medium Load,17394,0.3993331033689778,0.6006668966310222,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Jharkhand,Garhwa *,Low Load,911,0.0878155872667398,0.91218441273326,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jharkhand,Giridih,Medium Load,18223,0.4501454206222905,0.5498545793777095,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Jharkhand,Godda,Medium Load,14496,0.5637417218543046,0.4362582781456953,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Jharkhand,Gumla,Medium Load,10992,0.3638100436681222,0.6361899563318777,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Jharkhand,Hazaribag,Low Load,1110,0.2315315315315315,0.7684684684684685,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jharkhand,Hazaribagh,Medium Load,11793,0.5370982786398711,0.4629017213601289,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Jharkhand,Jamtara,Low Load,6414,0.4095728094792641,0.5904271905207359,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jharkhand,Khunti,Low Load,5381,0.3937929752834045,0.6062070247165954,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jharkhand,Kodarma,Low Load,826,0.2723970944309927,0.7276029055690073,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jharkhand,Koderma,Low Load,6387,0.4596837325818068,0.5403162674181932,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jharkhand,Latehar,Low Load,7635,0.5686967910936477,0.4313032089063523,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jharkhand,Lohardaga,Low Load,7030,0.3351351351351351,0.6648648648648648,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jharkhand,Pakaur,Low Load,576,0.4861111111111111,0.5138888888888888,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jharkhand,Pakur,Low Load,7147,0.5710088148873653,0.4289911851126347,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jharkhand,Palamau,Low Load,512,0.197265625,0.802734375,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jharkhand,Palamu,Medium Load,19841,0.4761856761251953,0.5238143238748046,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Jharkhand,Pashchimi Singhbhum,Low Load,2300,0.3273913043478261,0.672608695652174,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jharkhand,Purbi Singhbhum,Low Load,3665,0.251568894952251,0.748431105047749,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jharkhand,Ramgarh,Low Load,5574,0.4770362396842483,0.5229637603157518,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jharkhand,Ranchi,High Load,35162,0.3274273363289915,0.6725726636710084,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Jharkhand,Sahebganj,Medium Load,11515,0.5442466348241424,0.4557533651758575,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Jharkhand,Sahibganj,Low Load,253,0.2134387351778656,0.7865612648221344,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jharkhand,Seraikela-Kharsawan,Low Load,5787,0.445654052185934,0.554345947814066,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jharkhand,Simdega,Low Load,8045,0.3550031075201988,0.6449968924798011,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Jharkhand,West Singhbhum,Medium Load,20544,0.5382593457943925,0.4617406542056075,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Karnataka,Bagalkot,Medium Load,10491,0.5409398532075111,0.4590601467924888,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Karnataka,Bagalkot *,Low Load,275,0.2690909090909091,0.730909090909091,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Karnataka,Ballari,Medium Load,4615,0.647670639219935,0.352329360780065,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Karnataka,Bangalore,High Load,24008,0.2116377874041986,0.7883622125958014,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.","High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Karnataka,Bangalore Rural,Low Load,3517,0.4040375319874893,0.5959624680125106,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Karnataka,Belagavi,High Load,10440,0.6252873563218391,0.3747126436781609,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Karnataka,Belgaum,High Load,15579,0.4062520059053854,0.5937479940946145,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Karnataka,Bellary,Medium Load,8758,0.4415391641927381,0.5584608358072619,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Karnataka,Bengaluru,High Load,34743,0.4291224131479722,0.5708775868520277,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Karnataka,Bengaluru Rural,Low Load,2,1.0,0.0,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Karnataka,Bengaluru South,Low Load,18,0.2222222222222222,0.7777777777777778,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Karnataka,Bidar,Medium Load,8663,0.3843933972065104,0.6156066027934896,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Karnataka,Bijapur,Medium Load,7402,0.3888138340988922,0.6111861659011079,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Karnataka,Bijapur(Kar),Low Load,9,0.2222222222222222,0.7777777777777778,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Karnataka,Chamarajanagar,Low Load,246,0.1991869918699187,0.8008130081300813,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Karnataka,Chamarajanagar *,Low Load,14,0.2857142857142857,0.7142857142857143,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Karnataka,Chamrajanagar,Low Load,2566,0.43141075604053,0.56858924395947,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Karnataka,Chamrajnagar,Low Load,250,0.268,0.732,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Karnataka,Chickmagalur,Medium Load,3154,0.2492073557387444,0.7507926442612556,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Karnataka,Chikkaballapur,Low Load,5648,0.5341713881019831,0.465828611898017,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Karnataka,Chikkamagaluru,Medium Load,1853,0.4921748515920129,0.5078251484079871,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Karnataka,Chikmagalur,Low Load,172,0.1802325581395348,0.8197674418604651,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Karnataka,Chitradurga,Medium Load,6877,0.3705103969754253,0.6294896030245747,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Karnataka,Dakshina Kannada,High Load,8704,0.3465073529411764,0.6534926470588235,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution."
Karnataka,Davanagere,Low Load,916,0.2718340611353712,0.7281659388646288,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Karnataka,Davangere,Medium Load,11570,0.443647363872083,0.5563526361279171,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Karnataka,Dharwad,Medium Load,13603,0.4721752554583547,0.5278247445416452,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.
Karnataka,Gadag,Low Load,5398,0.5870692849203408,0.4129307150796591,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
Karnataka,Gadag *,Low Load,189,0.3809523809523809,0.6190476190476191,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.
