state,district,cluster_label,total_bio,ratio_5_17,ratio_17_plus,key_insight,recommendation,lat,lng,growth_factor,predicted_load,alert_status,recommendation_engine
Bihar,Darbhanga,High Load,31056,0.4292890262751159,0.5707109737248841,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",23.32517505070906,84.68526070967837,1.0720103849055354,33292,High Risk,CRITICAL: Deploy 33 additional mobile units.
Bihar,East Champaran,High Load,33912,0.4077022882755367,0.5922977117244633,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",25.153761916184962,83.8263193969214,1.0955870325083883,37153,High Risk,CRITICAL: Deploy 37 additional mobile units.
Bihar,Gaya,High Load,37734,0.4369534107171251,0.5630465892828749,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",24.55225695235305,83.62953119164892,1.1354215577252513,42843,High Risk,CRITICAL: Deploy 42 additional mobile units.
Bihar,Gopalganj,Medium Load,14055,0.4590537175382426,0.5409462824617574,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,23.572882589758073,84.93892379432575,1.2136029531844987,17057,High Risk,CRITICAL: Deploy 17 additional mobile units.
Bihar,Jamui,Medium Load,12667,0.5156706402463093,0.4843293597536907,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,23.767776714555016,85.55314705374161,1.2221461166512686,15480,Normal,Stable: Monitor weekly.
Bihar,Jehanabad,Low Load,6442,0.3736417261719962,0.6263582738280037,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,25.772073888894155,86.3921121167927,1.0513904261062381,6773,Normal,Stable: Monitor weekly.
Bihar,Kaimur (Bhabua),Medium Load,13938,0.4652747883484001,0.5347252116515999,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,24.010540879281315,84.11293729613266,1.1521494605155131,16058,Normal,Stable: Monitor weekly.
Bihar,Katihar,Medium Load,33639,0.4957638455364309,0.5042361544635691,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,23.66644422520384,85.8011488983571,1.1334822006297558,38129,High Risk,CRITICAL: Deploy 38 additional mobile units.
Bihar,Khagaria,Medium Load,13005,0.4712033833141099,0.5287966166858901,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,25.833312615352845,83.62371012137231,1.094421562094146,14232,Normal,Stable: Monitor weekly.
Bihar,Kishanganj,Medium Load,16296,0.4671084928816887,0.5328915071183112,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,26.660364086477284,83.6970966211453,1.0739730734667365,17501,High Risk,CRITICAL: Deploy 17 additional mobile units.
Bihar,Lakhisarai,Low Load,7691,0.4832921596671434,0.5167078403328565,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,25.238666807083852,86.0626178700233,1.1175230342807256,8594,Normal,Stable: Monitor weekly.
Bihar,Madhepura,Medium Load,17824,0.3568222621184919,0.6431777378815081,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,26.42548884548591,86.08071295567674,1.2385819407825038,22076,High Risk,CRITICAL: Deploy 22 additional mobile units.
Bihar,Madhubani,High Load,37884,0.4486326681448632,0.5513673318551368,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",26.17622109905125,84.7320206931541,1.114640586404151,42227,High Risk,CRITICAL: Deploy 42 additional mobile units.
Bihar,Monghyr,Low Load,10,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,26.223370409487444,83.79841344698484,1.1537581243486732,11,Normal,Stable: Monitor weekly.
Bihar,Munger,Low Load,7808,0.3972848360655737,0.6027151639344263,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,26.5113399618179,85.48133255415345,1.1906037917790355,9296,Normal,Stable: Monitor weekly.
Bihar,Muzaffarpur,High Load,31844,0.4292802411757317,0.5707197588242683,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",26.23227197186498,85.13834582426588,1.1227259204758588,35752,High Risk,CRITICAL: Deploy 35 additional mobile units.
Bihar,Nalanda,Medium Load,18083,0.3403749377868716,0.6596250622131283,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,25.60687970270749,85.40504957937002,1.244356416544192,22501,High Risk,CRITICAL: Deploy 22 additional mobile units.
Bihar,Nawada,Medium Load,16359,0.414511889479797,0.585488110520203,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,25.923722278319193,83.80386793531012,1.2424894589884223,20325,High Risk,CRITICAL: Deploy 20 additional mobile units.
Bihar,Pashchim Champaran,Low Load,56,0.2321428571428571,0.7678571428571429,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.50726750236603,84.39957164243653,1.100356459165073,61,Normal,Stable: Monitor weekly.
Bihar,Patna,High Load,30195,0.3957277694982613,0.6042722305017387,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",23.86436084840748,86.64842083973193,1.1494497011784772,34707,High Risk,CRITICAL: Deploy 34 additional mobile units.
Bihar,Purba Champaran,Low Load,33,0.2424242424242424,0.7575757575757576,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,24.07917035448896,87.02311492094887,1.110175661963354,36,Normal,Stable: Monitor weekly.
Bihar,Purnea,Low Load,628,0.2165605095541401,0.7834394904458599,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,24.502824850375983,84.16562449647932,1.1069680988754935,695,Normal,Stable: Monitor weekly.
Bihar,Purnia,Medium Load,31172,0.4351340947003721,0.5648659052996279,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,26.132914625712925,85.88134799180315,1.0573773894709066,32960,High Risk,CRITICAL: Deploy 32 additional mobile units.
Bihar,Rohtas,Medium Load,16842,0.4437715235720223,0.5562284764279777,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,25.0835045792313,85.50930878337547,1.1719128667959793,19737,High Risk,CRITICAL: Deploy 19 additional mobile units.
Bihar,Saharsa,Medium Load,18702,0.3353652015827184,0.6646347984172816,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,25.879126401780148,84.33243706879267,1.1505358046457723,21517,High Risk,CRITICAL: Deploy 21 additional mobile units.
Bihar,Samastipur,High Load,33157,0.4123714449437524,0.5876285550562476,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",26.87680209780427,87.01925538372842,1.060295750249998,35156,High Risk,CRITICAL: Deploy 35 additional mobile units.
Bihar,Samstipur,Low Load,33,0.0909090909090909,0.9090909090909092,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,25.631172470848973,84.22835282334492,1.1057292928473224,36,Normal,Stable: Monitor weekly.
Bihar,Saran,Medium Load,20926,0.3732199178056007,0.6267800821943993,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,25.73882167275265,83.76991427232504,1.2316531771933308,25773,High Risk,CRITICAL: Deploy 25 additional mobile units.
Bihar,Sheikhpura,Low Load,5341,0.3531173937464894,0.6468826062535106,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.400349007940903,84.43765839864037,1.0979123781333946,5863,Normal,Stable: Monitor weekly.
Bihar,Sheikpura,Low Load,6,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,24.955442644261538,86.63578101947017,1.0789789744182448,6,Normal,Stable: Monitor weekly.
Bihar,Sheohar,Low Load,5053,0.3572135365129626,0.6427864634870374,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,25.90780865115871,86.18374347631993,1.1478905520555127,5800,Normal,Stable: Monitor weekly.
Bihar,Sitamarhi,Medium Load,28501,0.4174239500368408,0.5825760499631591,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,24.82177600401307,84.75536597316906,1.2471300908221201,35544,High Risk,CRITICAL: Deploy 35 additional mobile units.
Bihar,Siwan,Medium Load,17221,0.3928343301782707,0.6071656698217293,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,24.62573954674457,87.06553842944982,1.0984110543023,18915,High Risk,CRITICAL: Deploy 18 additional mobile units.
Bihar,Supaul,Medium Load,18544,0.3678817946505608,0.6321182053494392,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,23.434393089084935,86.63131338604082,1.1844271094811758,21964,High Risk,CRITICAL: Deploy 21 additional mobile units.
Bihar,Vaishali,Medium Load,25881,0.3749855106062362,0.6250144893937638,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,25.373231470860617,85.08901550908253,1.2023239230657436,31117,High Risk,CRITICAL: Deploy 31 additional mobile units.
Bihar,West Champaran,Medium Load,25109,0.3875502807758174,0.6124497192241826,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,25.900927577494492,85.26200818912893,1.09752750879848,27557,High Risk,CRITICAL: Deploy 27 additional mobile units.
Chandigarh,Chandigarh,Low Load,6476,0.4768375540457072,0.5231624459542927,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.577385904653283,82.16561491209006,1.195643269722372,7742,Normal,Stable: Monitor weekly.
Chandigarh,Mohali,Low Load,1,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.963767414987643,77.17462237788041,1.1235566265438506,1,Normal,Stable: Monitor weekly.
Chandigarh,Rupnagar,Low Load,2,0.5,0.5,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.3288026287469,82.25890676493353,1.1764611661187159,2,Normal,Stable: Monitor weekly.
Chhatisgarh,Raipur,Low Load,1,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,18.275297512045334,79.94373266850786,1.176705942152179,1,Normal,Stable: Monitor weekly.
Chhattisgarh,Balod,Low Load,5920,0.170777027027027,0.829222972972973,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.796240880370082,82.79245208966113,1.1571549368149516,6850,Normal,Stable: Monitor weekly.
Chhattisgarh,Baloda Bazar,Medium Load,6731,0.2415688604962115,0.7584311395037885,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,19.796270740509037,82.72329985872835,1.0680579540108817,7189,Normal,Stable: Monitor weekly.
Chhattisgarh,Balrampur,Low Load,1935,0.2697674418604651,0.7302325581395349,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.906130082662564,80.57873243548097,1.2170604991178475,2355,Normal,Stable: Monitor weekly.
Chhattisgarh,Bastar,Low Load,5332,0.1897974493623405,0.8102025506376594,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.22017329969551,83.74558037616656,1.1141560129943473,5940,Normal,Stable: Monitor weekly.
Chhattisgarh,Bemetara,Low Load,8174,0.1260092977734279,0.873990702226572,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.99390781083796,83.27754037347832,1.087303702079971,8887,Normal,Stable: Monitor weekly.
Chhattisgarh,Bijapur,Low Load,3196,0.454630788485607,0.545369211514393,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.23911142579214,80.84892429761271,1.0581550283109529,3381,Normal,Stable: Monitor weekly.
Chhattisgarh,Bilaspur,Medium Load,12130,0.2014839241549876,0.7985160758450124,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.752999605090046,81.64122102001066,1.1681785886376483,14170,Normal,Stable: Monitor weekly.
Chhattisgarh,Dakshin Bastar Dantewada,Low Load,1719,0.2693426410703897,0.7306573589296103,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.32926941571876,81.29693347759907,1.1855128723684565,2037,Normal,Stable: Monitor weekly.
Chhattisgarh,Dantewada,Low Load,897,0.2519509476031215,0.7480490523968785,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.641803405739708,80.5140954903401,1.0533175657855713,944,Normal,Stable: Monitor weekly.
Chhattisgarh,Dhamtari,Low Load,6771,0.1177078718062324,0.8822921281937676,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.834326146607044,83.73764928934115,1.1524186116598563,7803,Normal,Stable: Monitor weekly.
Chhattisgarh,Durg,Medium Load,13443,0.1916238934761586,0.8083761065238414,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,20.30253373080451,82.48694665816517,1.0952991550395876,14724,Normal,Stable: Monitor weekly.
Chhattisgarh,Gariyaband,Low Load,2421,0.2139611730689797,0.7860388269310202,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.57076025689878,82.9538925027464,1.17903455808189,2854,Normal,Stable: Monitor weekly.
Chhattisgarh,Gaurela-Pendra-Marwahi,Low Load,362,0.1160220994475138,0.8839779005524862,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.793494642873398,83.73928418031417,1.0848732858009984,392,Normal,Stable: Monitor weekly.
Chhattisgarh,Janjgir - Champa,Low Load,15,0.0666666666666666,0.9333333333333332,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.08515816553456,80.80420185338585,1.1881875476204933,17,Normal,Stable: Monitor weekly.
Chhattisgarh,Janjgir Champa,Low Load,21,0.0476190476190476,0.9523809523809524,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.56398698932005,80.53903162035016,1.1273470692601075,23,Normal,Stable: Monitor weekly.
Chhattisgarh,Janjgir-Champa,Medium Load,12892,0.2120695004654049,0.7879304995345952,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.34909579422407,81.20801270572514,1.2373459977473469,15951,Normal,Stable: Monitor weekly.
Chhattisgarh,Jashpur,Low Load,4403,0.1896434249375425,0.8103565750624574,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.58553346353044,81.58355009464722,1.0775041888291987,4744,Normal,Stable: Monitor weekly.
Chhattisgarh,Kabeerdham,Low Load,1695,0.2471976401179941,0.752802359882006,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.264857090350517,82.32857994641611,1.1182132702100518,1895,Normal,Stable: Monitor weekly.
Chhattisgarh,Kanker,Low Load,3103,0.1814373187238156,0.8185626812761844,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.097108867541785,80.5281676316038,1.0726947042481179,3328,Normal,Stable: Monitor weekly.
Chhattisgarh,Kawardha,Low Load,4076,0.1746810598626104,0.8253189401373896,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.940476865153272,80.00668570773418,1.2349387236557126,5033,Normal,Stable: Monitor weekly.
Chhattisgarh,Khairagarh Chhuikhadan Gandai,Low Load,450,0.0911111111111111,0.9088888888888887,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.21560806026256,82.51521811048723,1.2254678706761961,551,Normal,Stable: Monitor weekly.
Chhattisgarh,Kondagaon,Low Load,2760,0.1797101449275362,0.8202898550724638,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.168523502999257,83.23668179587679,1.1015883255430312,3040,Normal,Stable: Monitor weekly.
Chhattisgarh,Korba,Medium Load,12543,0.4567487841824125,0.5432512158175875,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.49268061180021,82.20141745758701,1.1819968092068358,14825,Normal,Stable: Monitor weekly.
Chhattisgarh,Koriya,Low Load,4265,0.2067995310668229,0.793200468933177,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.743085122053035,80.68336484014708,1.213444440040243,5175,Normal,Stable: Monitor weekly.
Chhattisgarh,Mahasamund,Low Load,6985,0.180100214745884,0.819899785254116,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.717678477590912,80.93899844606796,1.1610401623198925,8109,Normal,Stable: Monitor weekly.
Chhattisgarh,Manendragarhchirmiribharatpur,Low Load,133,0.112781954887218,0.8872180451127819,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.49834742435726,81.98467811200413,1.1559301156712014,153,Normal,Stable: Monitor weekly.
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,Low Load,26,0.1538461538461538,0.8461538461538461,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.016422769179847,80.01737416267403,1.0983704581800904,28,Normal,Stable: Monitor weekly.
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,Low Load,5,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.758439656040107,81.66879611313374,1.06862055356118,5,Normal,Stable: Monitor weekly.
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,Low Load,648,0.1342592592592592,0.8657407407407407,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.00550007011162,81.12462441990701,1.2294431515906654,796,Normal,Stable: Monitor weekly.
Chhattisgarh,Mungeli,Low Load,3490,0.2724928366762177,0.7275071633237822,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.29893923475357,80.02629143620157,1.230083611432666,4292,Normal,Stable: Monitor weekly.
Chhattisgarh,Narayanpur,Low Load,2050,0.2463414634146341,0.7536585365853659,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.863372803848357,83.80652049183539,1.1766202914546535,2412,Normal,Stable: Monitor weekly.
Chhattisgarh,Raigarh,Medium Load,9715,0.2321152856407617,0.7678847143592383,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,23.13047478574418,79.87975992373764,1.1178059582097402,10859,Normal,Stable: Monitor weekly.
Chhattisgarh,Raipur,Medium Load,12829,0.2198144828123782,0.7801855171876217,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,23.077247141692954,82.416479751262,1.1198419149225323,14366,Normal,Stable: Monitor weekly.
Chhattisgarh,Rajnandgaon,Medium Load,11077,0.1404712467274532,0.8595287532725467,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.741673178080088,81.67895942253544,1.195191135774048,13239,Normal,Stable: Monitor weekly.
Chhattisgarh,Sakti,Low Load,913,0.1215772179627601,0.8784227820372399,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.332384114317,81.81538632102767,1.2294220519905155,1122,Normal,Stable: Monitor weekly.
Chhattisgarh,Sarangarh-Bilaigarh,Low Load,24,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.93745703018442,80.41860501902525,1.2274172848530234,29,Normal,Stable: Monitor weekly.
Chhattisgarh,Sukma,Low Load,1432,0.2779329608938548,0.7220670391061452,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.38989435949071,81.09171976636476,1.2059751091715247,1726,Normal,Stable: Monitor weekly.
Chhattisgarh,Surajpur,Low Load,5189,0.1451146656388514,0.8548853343611486,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.088723050946587,80.66741380849179,1.1784063292308575,6114,Normal,Stable: Monitor weekly.
Chhattisgarh,Surguja,Low Load,4986,0.2015643802647412,0.7984356197352587,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.96372973329967,83.73964818442909,1.0668279929990099,5319,Normal,Stable: Monitor weekly.
Chhattisgarh,Uttar Bastar Kanker,Low Load,2097,0.1134954697186456,0.8865045302813543,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.645602863157674,82.5504084729005,1.0823257428189228,2269,Normal,Stable: Monitor weekly.
Dadra & Nagar Haveli,Dadra & Nagar Haveli,Low Load,142,0.0985915492957746,0.9014084507042254,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.140001754436568,81.90513803502003,1.2297108377054158,174,Normal,Stable: Monitor weekly.
Dadra And Nagar Haveli,Dadra And Nagar Haveli,Low Load,3200,0.29125,0.70875,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,18.00719831557909,80.50100761780931,1.171285811931918,3748,Normal,Stable: Monitor weekly.
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,Low Load,388,0.2551546391752577,0.7448453608247423,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.29492231718488,82.51691375579217,1.051839410323326,408,Normal,Stable: Monitor weekly.
Dadra And Nagar Haveli And Daman And Diu,Daman,Low Load,75,0.28,0.72,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.055984226317165,78.93739811206741,1.0702943085732064,80,Normal,Stable: Monitor weekly.
Dadra And Nagar Haveli And Daman And Diu,Diu,Low Load,3,0.3333333333333333,0.6666666666666666,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.53277792160971,81.91123987582974,1.1827003538216112,3,Normal,Stable: Monitor weekly.
Daman & Diu,Daman,Low Load,304,0.2401315789473684,0.7598684210526315,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.154877973110636,75.20309647757469,1.0510123167692438,319,Normal,Stable: Monitor weekly.
Daman & Diu,Diu,Low Load,183,0.2677595628415301,0.73224043715847,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,24.03758956405582,80.47621400825248,1.0821616102834997,198,Normal,Stable: Monitor weekly.
Daman And Diu,Daman,Low Load,566,0.5812720848056537,0.4187279151943462,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.002107086217972,76.68540121918173,1.1597467578733172,656,Normal,Stable: Monitor weekly.
Daman And Diu,Diu,Low Load,356,0.6573033707865169,0.3426966292134831,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.86108376186126,78.11091524523326,1.1883790395385387,423,Normal,Stable: Monitor weekly.
Delhi,Central Delhi,Low Load,6106,0.3766786767114314,0.6233213232885686,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,28.760493190816597,76.94263721212319,1.18039225190052,7207,Normal,Stable: Monitor weekly.
Delhi,East Delhi,Medium Load,13137,0.3732206744309964,0.6267793255690036,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,28.763138121841212,77.29976549030826,1.094853861892112,14383,Normal,Stable: Monitor weekly.
